(30,40) 145855 5354904 107071
(40,40) 251916 5221802 205385
(40,60) 805565 4136045 686537
(40,70) 1896932 199448 1548587
(40,80) 2526017 125674 2099610
(50,40) 442572 4955408 379542
(50,50) 1112759 3684680 953982
(50,55) 2218875 146156 1828123
(50,60) 2541966 125156 2111772
(60,40) 1527121 3029623 1310117
(60,50) 3251103 113839 2758987
(60,60) 3970232 64787 3526488
